-100 -697930534
-99 -670408420
-98 -643708506
-97 -617814246
-96 -592709040
-95 -568376899
-94 -544801712
-93 -521967552
-92 -499858966
-91 -478460028
-90 -457755734
-89 -437730719
-88 -418370122
-87 -399658747
-86 -381582214
-85 -364125890
-84 -347275588
-83 -331016883
-82 -315335781
-81 -300218726
-80 -285651625
-79 -271621122
-78 -258114171
-77 -245117117
-76 -232617194
-75 -220601656
-74 -209057613
-73 -197972724
-72 -187334528
-71 -177131076
-70 -167350130
-69 -157979776
-68 -149008742
-67 -140425241
-66 -132217989
-65 -124375845
-64 -116887905
-63 -109743077
-62 -102931147
-61 -96441075
-60 -90263175
-59 -84386652
-58 -78801907
-57 -73499086
-56 -68468487
-55 -63700646
-54 -59186256
-53 -54916194
-52 -50881401
-51 -47073111
-50 -43482723
-49 -40101783
-48 -36921773
-47 -33934972
-46 -31132879
-45 -28508257
-44 -26052863
-43 -23759805
-42 -21621595
-41 -19630995
-40 -17780934
-39 -16065024
-38 -14476321
-37 -13008333
-36 -11655185
-35 -10410264
-34 -9267794
-33 -8222129
-32 -7267553
-31 -6398472
-30 -5609922
-29 -4896421
-28 -4253241
-27 -3675746
-26 -3159084
-25 -2698836
-24 -2290907
-23 -1930999
-22 -1615281
-21 -1339807
-20 -1101210
-19 -896064
-18 -721057
-17 -572796
-16 -448894
-15 -346147
-14 -262157
-13 -194462
-12 -140799
-11 -98978
-10 -67419
-9 -44018
-8 -27272
-7 -15843
-6 -8336
-5 -3866
-4 -1511
-3 -473
-2 -25
-1 23
0 87
1 -80
2 -74
3 -527
4 -1760
5 -4342
6 -9229
7 -17024
8 -29270
9 -46793
10 -71275
11 -104239
12 -147451
13 -203011
14 -272915
15 -359468
16 -465049
17 -592388
18 -744200
19 -923335
20 -1133122
21 -1376646
22 -1657632
23 -1979354
24 -2345919
25 -2761175
26 -3229169
27 -3754226
28 -4340897
29 -4993623
30 -5717539
31 -6517400
32 -7398280
33 -8365452
34 -9424740
35 -10581400
36 -11841384
37 -13210620
38 -14695457
39 -16301801
40 -18036555
41 -19906153
42 -21917396
43 -24077510
44 -26393283
45 -28872127
46 -31521771
47 -34349797
48 -37363618
49 -40571920
50 -43982315
51 -47603247
52 -51443341
53 -55511195
54 -59815649
55 -64365674
56 -69170372
57 -74239366
58 -79581936
59 -85207605
60 -91126463
61 -97348545
62 -103883780
63 -110742644
64 -117935846
65 -125473787
66 -133367335
67 -141627578
68 -150265866
69 -159293246
70 -168721409
71 -178561957
72 -188826846
73 -199528059
74 -210677864
75 -222288352
76 -234372275
77 -246942524
78 -260011450
79 -273592509
80 -287698753
81 -302343564
82 -317540520
83 -333303178
84 -349645612
85 -366581552
86 -384125576
87 -402291866
88 -421094990
89 -440549814
90 -460670755
91 -481473498
92 -502972728
93 -525184032
94 -548123063
95 -571805481
96 -596247101
97 -621463996
98 -647472463
99 -674288669
